           6
  1.1312264E-03  1.0721087E-03  1.0721053E-03  1.0721087E-03  1.0721085E-03
  1.0721056E-03  1.0721085E-03  1.0043526E-03  1.0043493E-03  1.0043526E-03
  1.0043524E-03  1.0043497E-03  1.0043524E-03  9.2851446E-04  9.2851144E-04
  9.2851446E-04  9.2851417E-04  9.2851178E-04  9.2851417E-04  8.4519753E-04
  8.4519474E-04  8.4519753E-04  8.4519730E-04  8.4519503E-04  8.4519730E-04
  7.5507700E-04  7.5507461E-04  7.5507700E-04  7.5507694E-04  7.5507496E-04
  7.5507694E-04  6.5887871E-04  6.5887655E-04  6.5887871E-04  6.5887859E-04
  6.5887684E-04  6.5887859E-04  5.5737398E-04  5.5737217E-04  5.5737398E-04
  5.5737386E-04  5.5737240E-04  5.5737386E-04  4.5138240E-04  4.5138091E-04
  4.5138240E-04  4.5138231E-04  4.5138111E-04  4.5138231E-04  3.4175519E-04
  3.4175412E-04  3.4175519E-04  3.4175519E-04  3.4175423E-04  3.4175519E-04
  2.2937650E-04  2.2937576E-04  2.2937650E-04  2.2937646E-04  2.2937583E-04
  2.2937646E-04  1.1515103E-04  1.1515067E-04  1.1515103E-04  1.1515101E-04
  1.1515070E-04  1.1515101E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00 -1.1515103E-04 -1.1515067E-04
 -1.1515103E-04 -1.1515101E-04 -1.1515070E-04 -1.1515101E-04 -2.2937650E-04
 -2.2937576E-04 -2.2937650E-04 -2.2937646E-04 -2.2937583E-04 -2.2937646E-04
 -3.4175519E-04 -3.4175412E-04 -3.4175519E-04 -3.4175519E-04 -3.4175423E-04
 -3.4175519E-04 -4.5138240E-04 -4.5138091E-04 -4.5138240E-04 -4.5138231E-04
 -4.5138111E-04 -4.5138231E-04 -5.5737398E-04 -5.5737217E-04 -5.5737398E-04
 -5.5737386E-04 -5.5737240E-04 -5.5737386E-04 -6.5887871E-04 -6.5887655E-04
 -6.5887871E-04 -6.5887859E-04 -6.5887684E-04 -6.5887859E-04 -7.5507700E-04
 -7.5507461E-04 -7.5507700E-04 -7.5507694E-04 -7.5507496E-04 -7.5507694E-04
 -8.4519753E-04 -8.4519474E-04 -8.4519753E-04 -8.4519730E-04 -8.4519503E-04
 -8.4519730E-04 -9.2851446E-04 -9.2851144E-04 -9.2851446E-04 -9.2851417E-04
 -9.2851178E-04 -9.2851417E-04 -1.0043526E-03 -1.0043493E-03 -1.0043526E-03
 -1.0043524E-03 -1.0043497E-03 -1.0043524E-03 -1.0721087E-03 -1.0721053E-03
 -1.0721087E-03 -1.0721085E-03 -1.0721056E-03 -1.0721085E-03 -1.1312267E-03
 -1.1312229E-03 -1.1312267E-03 -1.1312264E-03 -1.1312234E-03 -1.1312264E-03
 -1.1812397E-03 -1.1812359E-03 -1.1812397E-03 -1.1812395E-03 -1.1812364E-03
 -1.1812395E-03 -1.2217421E-03 -1.2217382E-03 -1.2217421E-03 -1.2217419E-03
 -1.2217386E-03 -1.2217419E-03 -1.2524102E-03 -1.2524062E-03 -1.2524102E-03
 -1.2524100E-03 -1.2524066E-03 -1.2524100E-03 -1.2729873E-03 -1.2729832E-03
 -1.2729873E-03 -1.2729870E-03 -1.2729837E-03 -1.2729870E-03 -1.2833236E-03
 -1.2833194E-03 -1.2833236E-03 -1.2833234E-03 -1.2833200E-03 -1.2833234E-03
  1.8593531E-04  2.0781058E-04  2.2968504E-04  2.5156038E-04  1.8443906E-04
  2.0613809E-04  2.2783593E-04  2.4953461E-04  1.8145633E-04  2.0280434E-04
  2.2415193E-04  2.4550076E-04  1.7701332E-04  1.9783893E-04  2.1866380E-04
  2.3948916E-04  1.7114496E-04  1.9128020E-04  2.1141466E-04  2.3154999E-04
  1.6389921E-04  1.8318171E-04  2.0246378E-04  2.2174630E-04  1.5533346E-04
  1.7360864E-04  1.9188240E-04  2.1015732E-04  1.4551713E-04  1.6263658E-04
  1.7975568E-04  1.9687599E-04  1.3452854E-04  1.5035603E-04  1.6618258E-04
  1.8200981E-04  1.2245686E-04  1.3686389E-04  1.5127109E-04  1.6567821E-04
  1.0940051E-04  1.2227157E-04  1.3514174E-04  1.4801227E-04  9.5462514E-05
  1.0669346E-04  1.1792378E-04  1.2915499E-04  8.0755875E-05  9.0256653E-05
  9.9757410E-05  1.0925822E-04  6.5398730E-05  7.3092837E-05  8.0786602E-05
  8.8481022E-05  4.9515314E-05  5.5340734E-05  6.1166262E-05  6.6991925E-05
  3.3233657E-05  3.7143818E-05  4.1053405E-05  4.4962930E-05  1.6684106E-05
  1.8646517E-05  2.0609288E-05  2.2572372E-05  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00 -1.6684104E-05 -1.8646515E-05 -2.0609292E-05
 -2.2572380E-05 -3.3233657E-05 -3.7143822E-05 -4.1053398E-05 -4.4962930E-05
 -4.9515322E-05 -5.5340734E-05 -6.1166262E-05 -6.6991932E-05 -6.5398737E-05
 -7.3092844E-05 -8.0786602E-05 -8.8481029E-05 -8.0755868E-05 -9.0256653E-05
 -9.9757410E-05 -1.0925821E-04 -9.5462507E-05 -1.0669346E-04 -1.1792379E-04
 -1.2915499E-04 -1.0940049E-04 -1.2227159E-04 -1.3514174E-04 -1.4801226E-04
 -1.2245686E-04 -1.3686389E-04 -1.5127107E-04 -1.6567823E-04 -1.3452853E-04
 -1.5035603E-04 -1.6618258E-04 -1.8200980E-04 -1.4551713E-04 -1.6263658E-04
 -1.7975573E-04 -1.9687599E-04 -1.5533346E-04 -1.7360861E-04 -1.9188243E-04
 -2.1015732E-04 -1.6389920E-04 -1.8318171E-04 -2.0246379E-04 -2.2174633E-04
 -1.7114496E-04 -1.9128020E-04 -2.1141468E-04 -2.3154999E-04 -1.7701334E-04
 -1.9783893E-04 -2.1866380E-04 -2.3948916E-04 -1.8145634E-04 -2.0280434E-04
 -2.2415193E-04 -2.4550076E-04 -1.8443906E-04 -2.0613809E-04 -2.2783589E-04
 -2.4953461E-04 -1.8593531E-04 -2.0781058E-04 -2.2968504E-04 -2.5156038E-04
  5.7632882E-05  5.7632700E-05  5.7632882E-05  5.7632875E-05  5.7632722E-05
  5.7632875E-05  1.7243970E-04  1.7243913E-04  1.7243970E-04  1.7243967E-04
  1.7243919E-04  1.7243967E-04  2.8585325E-04  2.8585232E-04  2.8585325E-04
  2.8585320E-04  2.8585244E-04  2.8585320E-04  3.9696874E-04  3.9696746E-04
  3.9696874E-04  3.9696868E-04  3.9696763E-04  3.9696868E-04  5.0488574E-04
  5.0488411E-04  5.0488574E-04  5.0488568E-04  5.0488434E-04  5.0488568E-04
  6.0874101E-04  6.0873904E-04  6.0874101E-04  6.0874090E-04  6.0873927E-04
  6.0874090E-04  7.0768979E-04  7.0768746E-04  7.0768979E-04  7.0768961E-04
  7.0768769E-04  7.0768961E-04  8.0094306E-04  8.0094056E-04  8.0094306E-04
  8.0094300E-04  8.0094085E-04  8.0094300E-04  8.8775251E-04  8.8774960E-04
  8.8775251E-04  8.8775234E-04  8.8775001E-04  8.8775234E-04  9.6740713E-04
  9.6740399E-04  9.6740713E-04  9.6740696E-04  9.6740446E-04  9.6740696E-04
  1.0392775E-03  1.0392742E-03  1.0392775E-03  1.0392773E-03  1.0392745E-03
  1.0392773E-03  1.1027768E-03  1.1027732E-03  1.1027768E-03  1.1027766E-03
  1.1027737E-03  1.1027766E-03  1.1573992E-03  1.1573954E-03  1.1573992E-03
  1.1573989E-03  1.1573959E-03  1.1573989E-03  1.2027009E-03  1.2026969E-03
  1.2027009E-03  1.2027007E-03  1.2026975E-03  1.2027007E-03  1.2383227E-03
  1.2383187E-03  1.2383227E-03  1.2383225E-03  1.2383192E-03  1.2383225E-03
  1.2639710E-03  1.2639669E-03  1.2639710E-03  1.2639707E-03  1.2639674E-03
  1.2639707E-03  1.2794444E-03  1.2794402E-03  1.2794444E-03  1.2794441E-03
  1.2794407E-03  1.2794441E-03  1.2846180E-03  1.2846139E-03  1.2846180E-03
  1.2846178E-03  1.2846143E-03  1.2846178E-03  1.2794444E-03  1.2794402E-03
  1.2794444E-03  1.2794441E-03  1.2794407E-03  1.2794441E-03  1.2639710E-03
  1.2639669E-03  1.2639710E-03  1.2639707E-03  1.2639674E-03  1.2639707E-03
  1.2383227E-03  1.2383187E-03  1.2383227E-03  1.2383225E-03  1.2383192E-03
  1.2383225E-03  1.2027009E-03  1.2026969E-03  1.2027009E-03  1.2027007E-03
  1.2026975E-03  1.2027007E-03  1.1573992E-03  1.1573954E-03  1.1573992E-03
  1.1573989E-03  1.1573959E-03  1.1573989E-03  1.1027768E-03  1.1027732E-03
  1.1027768E-03  1.1027766E-03  1.1027737E-03  1.1027766E-03  1.0392775E-03
  1.0392742E-03  1.0392775E-03  1.0392773E-03  1.0392745E-03  1.0392773E-03
  9.6740713E-04  9.6740399E-04  9.6740713E-04  9.6740696E-04  9.6740446E-04
  9.6740696E-04  8.8775251E-04  8.8774960E-04  8.8775251E-04  8.8775234E-04
  8.8775001E-04  8.8775234E-04  8.0094306E-04  8.0094056E-04  8.0094306E-04
  8.0094300E-04  8.0094085E-04  8.0094300E-04  7.0768979E-04  7.0768746E-04
  7.0768979E-04  7.0768961E-04  7.0768769E-04  7.0768961E-04  6.0874101E-04
  6.0873904E-04  6.0874101E-04  6.0874090E-04  6.0873927E-04  6.0874090E-04
  5.0488574E-04  5.0488411E-04  5.0488574E-04  5.0488568E-04  5.0488434E-04
  5.0488568E-04  3.9696874E-04  3.9696746E-04  3.9696874E-04  3.9696868E-04
  3.9696763E-04  3.9696868E-04  2.8585325E-04  2.8585232E-04  2.8585325E-04
  2.8585320E-04  2.8585244E-04  2.8585320E-04  1.7243970E-04  1.7243913E-04
  1.7243970E-04  1.7243967E-04  1.7243919E-04  1.7243967E-04  5.7632882E-05
  5.7632700E-05  5.7632882E-05  5.7632875E-05  5.7632722E-05  5.7632875E-05
  8.3504929E-06  9.3329782E-06  1.0315212E-05  1.1297369E-05  2.4983639E-05
  2.7922832E-05  3.0862360E-05  3.3802131E-05  4.1416846E-05  4.6289384E-05
  5.1161300E-05  5.6033638E-05  5.7515219E-05  6.4281892E-05  7.1048184E-05
  7.7814868E-05  7.3150470E-05  8.1756829E-05  9.0363203E-05  9.8969249E-05
  8.8197987E-05  9.8574412E-05  1.0895055E-04  1.1932712E-04  1.0253461E-04
  1.1459745E-04  1.2665981E-04  1.3872310E-04  1.1604548E-04  1.2969802E-04
  1.4335039E-04  1.5700326E-04  1.2862304E-04  1.4375566E-04  1.5888733E-04
  1.7401967E-04  1.4016361E-04  1.5665381E-04  1.7314334E-04  1.8963360E-04
  1.5057667E-04  1.6829195E-04  1.8600660E-04  2.0372197E-04  1.5977719E-04
  1.7857479E-04  1.9737169E-04  2.1616934E-04  1.6769122E-04  1.8741994E-04
  2.0714792E-04  2.2687674E-04  1.7425443E-04  1.9475531E-04  2.1525542E-04
  2.3575638E-04  1.7941558E-04  2.0052392E-04  2.2163150E-04  2.4273962E-04
  1.8313222E-04  2.0467708E-04  2.2622119E-04  2.4776693E-04  1.8537356E-04
  2.0718285E-04  2.2899125E-04  2.5080025E-04  1.8612284E-04  2.0802024E-04
  2.2991678E-04  2.5181429E-04  1.8537356E-04  2.0718282E-04  2.2899128E-04
  2.5080022E-04  1.8313222E-04  2.0467710E-04  2.2622118E-04  2.4776693E-04
  1.7941560E-04  2.0052395E-04  2.2163146E-04  2.4273961E-04  1.7425444E-04
  1.9475531E-04  2.1525542E-04  2.3575636E-04  1.6769121E-04  1.8741994E-04
  2.0714792E-04  2.2687671E-04  1.5977718E-04  1.7857479E-04  1.9737169E-04
  2.1616934E-04  1.5057667E-04  1.6829197E-04  1.8600661E-04  2.0372197E-04
  1.4016361E-04  1.5665380E-04  1.7314336E-04  1.8963362E-04  1.2862303E-04
  1.4375566E-04  1.5888733E-04  1.7401966E-04  1.1604548E-04  1.2969802E-04
  1.4335042E-04  1.5700326E-04  1.0253460E-04  1.1459744E-04  1.2665981E-04
  1.3872309E-04  8.8197987E-05  9.8574426E-05  1.0895056E-04  1.1932714E-04
  7.3150470E-05  8.1756836E-05  9.0363203E-05  9.8969256E-05  5.7515219E-05
  6.4281892E-05  7.1048184E-05  7.7814868E-05  4.1416846E-05  4.6289377E-05
  5.1161311E-05  5.6033634E-05  2.4983632E-05  2.7922839E-05  3.0862357E-05
  3.3802131E-05  8.3504847E-06  9.3329782E-06  1.0315212E-05  1.1297369E-05
 -5.7632882E-05 -5.7632700E-05 -5.7632882E-05 -5.7632875E-05 -5.7632722E-05
 -5.7632875E-05 -1.7243970E-04 -1.7243913E-04 -1.7243970E-04 -1.7243967E-04
 -1.7243919E-04 -1.7243967E-04 -2.8585325E-04 -2.8585232E-04 -2.8585325E-04
 -2.8585320E-04 -2.8585244E-04 -2.8585320E-04 -3.9696874E-04 -3.9696746E-04
 -3.9696874E-04 -3.9696868E-04 -3.9696763E-04 -3.9696868E-04 -5.0488574E-04
 -5.0488411E-04 -5.0488574E-04 -5.0488568E-04 -5.0488434E-04 -5.0488568E-04
 -6.0874101E-04 -6.0873904E-04 -6.0874101E-04 -6.0874090E-04 -6.0873927E-04
 -6.0874090E-04 -7.0768979E-04 -7.0768746E-04 -7.0768979E-04 -7.0768961E-04
 -7.0768769E-04 -7.0768961E-04 -8.0094306E-04 -8.0094056E-04 -8.0094306E-04
 -8.0094300E-04 -8.0094085E-04 -8.0094300E-04 -8.8775251E-04 -8.8774960E-04
 -8.8775251E-04 -8.8775234E-04 -8.8775001E-04 -8.8775234E-04 -9.6740713E-04
 -9.6740399E-04 -9.6740713E-04 -9.6740696E-04 -9.6740446E-04 -9.6740696E-04
 -1.0392775E-03 -1.0392742E-03 -1.0392775E-03 -1.0392773E-03 -1.0392745E-03
 -1.0392773E-03 -1.1027768E-03 -1.1027732E-03 -1.1027768E-03 -1.1027766E-03
 -1.1027737E-03 -1.1027766E-03 -1.1573992E-03 -1.1573954E-03 -1.1573992E-03
 -1.1573989E-03 -1.1573959E-03 -1.1573989E-03 -1.2027009E-03 -1.2026969E-03
 -1.2027009E-03 -1.2027007E-03 -1.2026975E-03 -1.2027007E-03 -1.2383227E-03
 -1.2383187E-03 -1.2383227E-03 -1.2383225E-03 -1.2383192E-03 -1.2383225E-03
 -1.2639710E-03 -1.2639669E-03 -1.2639710E-03 -1.2639707E-03 -1.2639674E-03
 -1.2639707E-03 -1.2794444E-03 -1.2794402E-03 -1.2794444E-03 -1.2794441E-03
 -1.2794407E-03 -1.2794441E-03 -1.2846180E-03 -1.2846139E-03 -1.2846180E-03
 -1.2846178E-03 -1.2846143E-03 -1.2846178E-03 -1.2794444E-03 -1.2794402E-03
 -1.2794444E-03 -1.2794441E-03 -1.2794407E-03 -1.2794441E-03 -1.2639710E-03
 -1.2639669E-03 -1.2639710E-03 -1.2639707E-03 -1.2639674E-03 -1.2639707E-03
 -1.2383227E-03 -1.2383187E-03 -1.2383227E-03 -1.2383225E-03 -1.2383192E-03
 -1.2383225E-03 -1.2027009E-03 -1.2026969E-03 -1.2027009E-03 -1.2027007E-03
 -1.2026975E-03 -1.2027007E-03 -1.1573992E-03 -1.1573954E-03 -1.1573992E-03
 -1.1573989E-03 -1.1573959E-03 -1.1573989E-03 -1.1027768E-03 -1.1027732E-03
 -1.1027768E-03 -1.1027766E-03 -1.1027737E-03 -1.1027766E-03 -1.0392775E-03
 -1.0392742E-03 -1.0392775E-03 -1.0392773E-03 -1.0392745E-03 -1.0392773E-03
 -9.6740713E-04 -9.6740399E-04 -9.6740713E-04 -9.6740696E-04 -9.6740446E-04
 -9.6740696E-04 -8.8775251E-04 -8.8774960E-04 -8.8775251E-04 -8.8775234E-04
 -8.8775001E-04 -8.8775234E-04 -8.0094306E-04 -8.0094056E-04 -8.0094306E-04
 -8.0094300E-04 -8.0094085E-04 -8.0094300E-04 -7.0768979E-04 -7.0768746E-04
 -7.0768979E-04 -7.0768961E-04 -7.0768769E-04 -7.0768961E-04 -6.0874101E-04
 -6.0873904E-04 -6.0874101E-04 -6.0874090E-04 -6.0873927E-04 -6.0874090E-04
 -5.0488574E-04 -5.0488411E-04 -5.0488574E-04 -5.0488568E-04 -5.0488434E-04
 -5.0488568E-04 -3.9696874E-04 -3.9696746E-04 -3.9696874E-04 -3.9696868E-04
 -3.9696763E-04 -3.9696868E-04 -2.8585325E-04 -2.8585232E-04 -2.8585325E-04
 -2.8585320E-04 -2.8585244E-04 -2.8585320E-04 -1.7243970E-04 -1.7243913E-04
 -1.7243970E-04 -1.7243967E-04 -1.7243919E-04 -1.7243967E-04 -5.7632882E-05
 -5.7632700E-05 -5.7632882E-05 -5.7632875E-05 -5.7632722E-05 -5.7632875E-05
 -8.3504929E-06 -9.3329782E-06 -1.0315212E-05 -1.1297369E-05 -2.4983639E-05
 -2.7922832E-05 -3.0862360E-05 -3.3802131E-05 -4.1416846E-05 -4.6289384E-05
 -5.1161300E-05 -5.6033638E-05 -5.7515219E-05 -6.4281892E-05 -7.1048184E-05
 -7.7814868E-05 -7.3150470E-05 -8.1756829E-05 -9.0363203E-05 -9.8969249E-05
 -8.8197987E-05 -9.8574412E-05 -1.0895055E-04 -1.1932712E-04 -1.0253461E-04
 -1.1459745E-04 -1.2665981E-04 -1.3872310E-04 -1.1604548E-04 -1.2969802E-04
 -1.4335039E-04 -1.5700326E-04 -1.2862304E-04 -1.4375566E-04 -1.5888733E-04
 -1.7401967E-04 -1.4016361E-04 -1.5665381E-04 -1.7314334E-04 -1.8963360E-04
 -1.5057667E-04 -1.6829195E-04 -1.8600660E-04 -2.0372197E-04 -1.5977719E-04
 -1.7857479E-04 -1.9737169E-04 -2.1616934E-04 -1.6769122E-04 -1.8741994E-04
 -2.0714792E-04 -2.2687674E-04 -1.7425443E-04 -1.9475531E-04 -2.1525542E-04
 -2.3575638E-04 -1.7941558E-04 -2.0052392E-04 -2.2163150E-04 -2.4273962E-04
 -1.8313222E-04 -2.0467708E-04 -2.2622119E-04 -2.4776693E-04 -1.8537356E-04
 -2.0718285E-04 -2.2899125E-04 -2.5080025E-04 -1.8612284E-04 -2.0802024E-04
 -2.2991678E-04 -2.5181429E-04 -1.8537356E-04 -2.0718282E-04 -2.2899128E-04
 -2.5080022E-04 -1.8313222E-04 -2.0467710E-04 -2.2622118E-04 -2.4776693E-04
 -1.7941560E-04 -2.0052395E-04 -2.2163146E-04 -2.4273961E-04 -1.7425444E-04
 -1.9475531E-04 -2.1525542E-04 -2.3575636E-04 -1.6769121E-04 -1.8741994E-04
 -2.0714792E-04 -2.2687671E-04 -1.5977718E-04 -1.7857479E-04 -1.9737169E-04
 -2.1616934E-04 -1.5057667E-04 -1.6829197E-04 -1.8600661E-04 -2.0372197E-04
 -1.4016361E-04 -1.5665380E-04 -1.7314336E-04 -1.8963362E-04 -1.2862303E-04
 -1.4375566E-04 -1.5888733E-04 -1.7401966E-04 -1.1604548E-04 -1.2969802E-04
 -1.4335042E-04 -1.5700326E-04 -1.0253460E-04 -1.1459744E-04 -1.2665981E-04
 -1.3872309E-04 -8.8197987E-05 -9.8574426E-05 -1.0895056E-04 -1.1932714E-04
 -7.3150470E-05 -8.1756836E-05 -9.0363203E-05 -9.8969256E-05 -5.7515219E-05
 -6.4281892E-05 -7.1048184E-05 -7.7814868E-05 -4.1416846E-05 -4.6289377E-05
 -5.1161311E-05 -5.6033634E-05 -2.4983632E-05 -2.7922839E-05 -3.0862357E-05
 -3.3802131E-05 -8.3504847E-06 -9.3329782E-06 -1.0315212E-05 -1.1297369E-05
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
